fire_data2,Serial,FireCategory,FireYear,Area,DistrictName,UnitName,FullFireNumber,FireName,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,CauseBy,GeneralCause,SpecificCause,Cause_Comments,Lat_DD,Long_DD,LatLongDD,FO_LandOwnType,Twn,Rng,Sec,Subdiv,LandmarkLocation,County,RegUseZone,RegUseRestriction,Industrial_Restriction,Ign_DateTime,ReportDateTime,Discover_DateTime,Control_DateTime,CreationDate,ModifiedDate,DistrictCode,UnitCode,DistFireNumber
11445,108873,STAT,2017,SOA,Southwest Oregon,Medford,17-711280-18,Howard Priarie Dam,B,0.5,0.5,Human,Hunter,Smoking,Discarded Cigarette/Tobacco,Hunter Smoking cigarettes by a clearing,42.24102,-122.37112,POINT (-122.37112 42.24102),BLM,38S,4E,29.0,SENE,17.65 miles East of Ashland,Jackson,SW2,Reg Use Closure,Lvl 4 Complete Shutdown,08/27/2017 12:21:00 PM,08/27/2017 12:23:00 PM,08/27/2017 12:21:00 PM,08/27/2017 07:00:00 PM,08/27/2017 12:00:00 AM,08/28/2017 01:21:00 PM,71,711,280
11449,112599,STAT,2018,SOA,Southwest Oregon,Medford,18-711350-19,Brophy Way,A,0.01,0.01,Human,Motorist,Arson,Other - Arson Related,believed to be part of arson scenario,42.59027,-122.8164,POINT (-122.8164 42.59027),Small Woodlands,34S,1W,27.0,NWNW,1.48 miles South of Shady Cove,Jackson,SW1,Reg Use Closure,Lvl 3 Restricted Shutdown,08/31/2018 01:07:00 AM,08/31/2018 01:08:00 AM,08/31/2018 01:08:00 AM,09/03/2018 02:00:00 PM,08/31/2018 12:00:00 AM,09/07/2018 12:17:00 PM,71,711,350
11451,114967,STAT,2019,SOA,Southwest Oregon,Grants Pass,19-712131-20,Walker Mt.,A,0.01,0.01,Human,Recreationist,Recreation,Campfire Not Extinguished,Unattended party fire,42.53816,-123.30922,POINT (-123.30922 42.53816),BLM,35S,5W,8.0,SESE,6.91 miles N of GP,Josephine,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,07/15/2019 09:30:00 PM,07/15/2019 10:11:00 PM,07/15/2019 10:00:00 PM,07/19/2019 12:08:00 PM,07/16/2019 12:00:00 AM,07/19/2019 07:15:00 PM,71,712,131
11454,120662,STAT,2020,NOA,North Cascade,Santiam,20-582020-21,Santiam Flats,A,0.1,0.1,Human,Other-Public,Miscellaneous,Other - Miscellaneous Related,Unknown,44.71664,-122.12186,POINT (-122.12186 44.71664),Small Woodlands,10S,6E,7.0,NESW,1 Mile SE of Detroit,Marion,CM1,Reg Use Closure,Lvl 2 Limited Shutdown,08/25/2020 08:00:00 AM,08/25/2020 08:02:00 AM,08/25/2020 08:01:00 AM,08/25/2020 12:30:00 PM,08/26/2020 12:00:00 AM,10/23/2020 02:31:00 PM,58,582,020
11455,123404,STAT,2021,NOA,Forest Grove,Forest Grove,21-531058-21,Baker Creek Slash,A,0.1,0.1,Human,Ruralist-Paying,Debris Burning,Industrial- Slash-Holdover Prev. Burn(>90 days after ign.),Fire caused by hold over in piles.,45.24161,-123.33244,POINT (-123.33244 45.24161),Other Private,4S,5W,8.0,SENW,Devils Crek,Yamhill,NW3,Outside Closed Fire Season,Outside Closed Fire Season,04/16/2021 04:00:00 PM,04/16/2021 04:02:00 PM,04/16/2021 04:01:00 PM,04/16/2021 09:15:00 PM,04/16/2021 12:00:00 AM,04/16/2021 05:04:00 PM,53,531,058
11460,109658,STAT,2017,SOA,Western Lane,Veneta,17-781058-18,Simonsen #2,A,0.01,0.01,Human,Recreationist,Recreation,Firearms - Ammunition,,43.88833,-123.26917,POINT (-123.26917 43.88833),BLM,19S,5W,27.0,NESE,Doak Creek,Lane,WT1,Reg Use Closure,Lvl 1 Fire Season Only,10/03/2017 10:00:00 AM,10/03/2017 05:45:00 PM,10/03/2017 05:40:00 PM,10/03/2017 06:30:00 PM,10/03/2017 12:00:00 AM,10/06/2017 11:21:00 AM,78,781,058
11461,109035,STAT,2017,SOA,Southwest Oregon,Grants Pass,17-712486-18,Lower Graves Crk,A,0.25,0.25,Human,Ruralist-Paying,Equipment Use,Burning Vehicle or Equipment,Trailer Fire,42.6517,-123.47114,POINT (-123.47114 42.6517),BLM,34S,7W,1.0,NWNE,6.32 miles SW of Glendale,Josephine,SW4,Reg Use Closure,Lvl 4 Complete Shutdown,09/01/2017 12:30:00 AM,09/01/2017 12:35:00 AM,09/01/2017 12:33:00 AM,09/04/2017 05:03:00 PM,09/01/2017 12:00:00 AM,09/09/2017 06:54:00 PM,71,712,486
11465,126916,STAT,2021,NOA,North Cascade,Santiam,21-582011-22,Larwood 35,A,0.1,0.1,Human,Recreationist,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Vehicle fire that spread to wildland,44.66467,-122.75264,POINT (-122.75264 44.66467),BLM,10S,1W,25.0,SESW,1 mile s of rodgers mnt,Linn,CM2,Reg Use Closure,Lvl 2 Limited Shutdown,07/21/2021 02:15:00 PM,07/21/2021 02:23:00 PM,07/21/2021 02:15:00 PM,07/21/2021 04:17:00 PM,08/07/2021 12:00:00 AM,08/07/2021 04:14:00 PM,58,582,011
11466,123567,STAT,2021,SOA,Southwest Oregon,Medford,21-711432-21,Canal,A,0.1,0.1,Human,Recreationist,Recreation,Warming Fire Unattended,,42.75403,-122.4983,POINT (-122.4983 42.75403),Other Public,32S,3E,29.0,SWSW,14.95 miles North of Butte Fal,Jackson,SW2,Outside Closed Fire Season,Outside Closed Fire Season,05/05/2021 12:00:00 PM,05/05/2021 01:30:00 PM,05/05/2021 01:20:00 PM,05/05/2021 06:00:00 PM,05/06/2021 12:00:00 AM,05/06/2021 12:09:00 PM,71,711,432
11469,112341,STAT,2018,EOA,Central Oregon,John Day,18-952040-19,Cupper Canyon,C,42.0,0.5,Lightning,Lightning,Lightning,Lightning,Lightning struck tree-From either 8/18 or 8/16 storm,44.85982,-119.5061,POINT (-119.5061 44.85982),USFS,8S,27E,21.0,SWNE,,Grant,EC1,Reg Use Closure,Does Not Apply - Eastern OR,08/19/2018 10:29:00 PM,08/20/2018 12:37:00 PM,08/20/2018 12:30:00 PM,08/24/2018 06:15:00 PM,08/20/2018 12:00:00 AM,09/21/2018 11:00:00 AM,95,952,040
11474,122122,STAT,2020,SOA,Western Lane,Veneta,20-781047-21,Kirk Rd #2,B,1.29,1.29,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,"Vehicle, passing motorist, human caused",44.12144,-123.30189,POINT (-123.30189 44.12144),Other Public,17S,5W,4.0,SENW,5.58 Miles NE of Veneta,Lane,WT1,Closed Fire Season Lvl 1,Lvl 4 Complete Shutdown,09/08/2020 04:34:00 PM,09/08/2020 04:34:00 PM,09/08/2020 04:34:00 PM,09/08/2020 08:50:00 PM,09/09/2020 12:00:00 AM,10/02/2020 03:55:00 PM,78,781,047
11476,117711,STAT,2020,SOA,Douglas - DFPA,DFPA South,20-732320-20,Pack Saddle,A,0.01,0.01,Human,Other-Public,Miscellaneous,Other - Miscellaneous Related,Burning mattress,43.0475,-123.19733,POINT (-123.19733 43.0475),BLM,29S,4W,17.0,NWSE,5.21 miles East of Myrtle Cree,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,05/29/2020 09:00:00 AM,05/29/2020 09:50:00 AM,05/29/2020 09:45:00 AM,05/29/2020 12:00:00 PM,05/29/2020 12:00:00 AM,08/04/2020 09:13:00 PM,73,732,320
11481,120709,STAT,2020,EOA,Central Oregon,The Dalles,20-954028-21,White River,G,17404.9,5523.4,Lightning,Lightning,Lightning,Lightning,Lightning Strike,45.1815,-121.5756,POINT (-121.5756 45.1815),USFS,4S,10E,32.0,SENW,18 Miles West of Maupin,Wasco,MH1,Reg Use Closure,Does Not Apply - Eastern OR,08/15/2020 08:00:00 PM,08/17/2020 09:07:00 AM,08/17/2020 09:05:00 AM,10/30/2020 06:00:00 PM,08/27/2020 12:00:00 AM,10/01/2020 02:55:00 PM,95,954,028
11482,123832,STAT,2021,SOA,Douglas - DFPA,DFPA South,21-732481-21,Forty One,B,0.75,0.75,Human,Other-Landowner Related,Debris Burning,Unattended,,42.94222,-123.40417,POINT (-123.40417 42.94222),Other Private,30S,6W,22.0,SWSW,Riddle,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,05/27/2021 03:25:00 PM,05/27/2021 03:25:00 PM,05/27/2021 03:25:00 PM,05/27/2021 06:10:00 PM,05/30/2021 12:00:00 AM,07/28/2021 07:05:00 PM,73,732,481
11484,127647,STAT,2021,SOA,Coos - CFPA,Coos Bay,21-721116-22,Carlson Heights Lane,A,0.01,0.01,Human,Public Utility,Equipment Use,Powerlines - Tree/branch outside right of way,,43.41778,-124.18,POINT (-124.18 43.41778),County,25S,13W,12.0,SENE,3 E North Bend,Coos,CS1,Reg Use Closure,Lvl 2 Limited Shutdown,08/31/2021 02:35:00 PM,08/31/2021 02:36:00 PM,08/31/2021 02:36:00 PM,08/31/2021 03:15:00 PM,09/01/2021 12:00:00 AM,10/29/2021 10:21:00 AM,72,721,116
11487,115260,STAT,2019,EOA,Klamath-Lake,Klamath,19-981013-20,Beaver Marsh 225,A,0.1,0.1,Human,Recreationist,Recreation,Warming Fire Unattended,Abandoned Campfire,43.18861,-121.78083,POINT (-121.78083 43.18861),Industrial,27S,8E,33.0,NWSE,Beaver Marsh Rest Area,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,07/27/2019 12:48:00 PM,07/27/2019 12:49:00 PM,07/27/2019 12:49:00 PM,07/27/2019 02:00:00 PM,07/27/2019 12:00:00 AM,08/19/2019 12:18:00 PM,98,981,013
11494,110621,STAT,2018,SOA,Western Lane,Veneta,18-781097-18,Dugan Slash,A,0.01,0.01,Human,Other-Landowner Related,Debris Burning,Industrial- Slash-Holdover Prev. Burn(>90 days after ign.),Rekindle of slash burned in November 2017,43.76361,-123.09417,POINT (-123.09417 43.76361),Small Woodlands,21S,3W,7.0,NWNE,Boren Creek,Lane,WT1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/30/2018 01:00:00 AM,06/30/2018 06:31:00 AM,06/30/2018 06:30:00 AM,06/30/2018 12:55:00 PM,06/30/2018 12:00:00 AM,06/30/2018 01:26:00 PM,78,781,097
11498,116682,STAT,2019,NOA,Astoria,Astoria,19-521045-20,Two Tone Fire,A,0.01,0.01,Human,Recreationist,Smoking,Discarded Cigarette/Tobacco,Most likely cause,46.16911,-123.56794,POINT (-123.56794 46.16911),State,8N,7W,21.0,NWNW,12.7 miles East of Astoria,Clatsop,NW1,Reg Use Closure,Lvl 1 Fire Season Only,09/05/2019 04:20:00 PM,09/05/2019 04:30:00 PM,09/05/2019 04:25:00 PM,09/05/2019 05:30:00 PM,09/07/2019 12:00:00 AM,09/07/2019 02:34:00 PM,52,521,045
11499,127769,STAT,2021,NOA,Forest Grove,Columbia City,21-532055-22,Bonnie Falls # 1,A,0.01,0.01,Human,Motorist,Equipment Use,Burning Vehicle or Equipment,Vehicle accident resulting in a car fire. Spread to wildland,45.80417,-122.93722,POINT (-122.93722 45.80417),County,4N,2W,28.0,SWNE,,Columbia,NW3,Reg Use Closure,Lvl 2 Limited Shutdown,09/06/2021 10:00:00 PM,09/06/2021 10:05:00 PM,09/06/2021 10:01:00 PM,09/06/2021 10:15:00 PM,09/06/2021 12:00:00 AM,12/16/2021 03:11:00 PM,53,532,055
11500,110164,STAT,2018,EOA,Central Oregon,Sisters,18-955107-18,Masten Rd #2 0282,A,0.01,0.01,Human,Ruralist-Paying,Debris Burning,Unattended,unattended debris burn,43.625,-121.59889,POINT (-121.59889 43.625),Rural Residential,22S,9E,25.0,SESW,4 miles Southwest of LaPine,Deschutes,WC2,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,05/31/2018 09:00:00 AM,06/01/2018 03:00:00 PM,06/01/2018 11:30:00 AM,06/01/2018 03:35:00 PM,06/01/2018 12:00:00 AM,08/13/2018 11:57:00 AM,95,955,107
11501,108612,STAT,2017,SOA,Douglas - DFPA,DFPA South,17-732075-18,Section Cr.,B,6.5,6.5,Lightning,Lightning,Lightning,Lightning,,42.84778,-122.8175,POINT (-122.8175 42.84778),USFS,31S,1W,27.0,SWNE,Tiller,Douglas,UA2,Reg Use Closure,Lvl 3 Restricted Shutdown,08/10/2017 03:00:00 AM,08/10/2017 06:00:00 AM,08/10/2017 06:00:00 AM,08/15/2017 07:00:00 PM,08/18/2017 12:00:00 AM,10/14/2017 11:19:00 AM,73,732,075
11502,111550,STAT,2018,SOA,Coos - CFPA,Coos Bay,18-721033-19,Davis Creek,A,0.1,0.1,Human,Other-Public,Smoking,Other - Smoker Related,,43.265,-124.26917,POINT (-124.26917 43.265),County,26S,13W,22.0,SWSE,7 NW Coquille,Coos,CS1,Reg Use Closure,Lvl 1 Fire Season Only,07/22/2018 05:30:00 PM,07/22/2018 05:40:00 PM,07/22/2018 05:35:00 PM,07/22/2018 07:30:00 PM,07/25/2018 12:00:00 AM,07/31/2018 04:32:00 PM,72,721,033
11505,109448,STAT,2017,SOA,Southwest Oregon,Medford,17-711369-18,Hwy 238 5091,A,0.1,0.1,Human,Recreationist,Equipment Use,Heat from Vehicle Manifold or Exhaust,New Tire tracks and witnesses heard a vehicle leave rapidly,42.27073,-123.0243,POINT (-123.0243 42.27073),BLM,38S,3W,14.0,NWNE,4.16 miles Southwest of Jackso,Jackson,SW1,Reg Use Closure,Lvl 3 Restricted Shutdown,09/16/2017 05:25:00 PM,09/16/2017 05:25:00 PM,09/16/2017 05:25:00 PM,09/19/2017 02:00:00 PM,09/16/2017 12:00:00 AM,09/16/2017 06:28:00 PM,71,711,369
11507,115403,STAT,2019,SOA,Southwest Oregon,Medford,19-711107-20,East Evans,D,155.0,155.0,Human,Other-Landowner Related,Miscellaneous,Burning Building,Spread to the wildland was caused by a structure fire,42.6,-123.00383,POINT (-123.00383 42.6),Small Woodlands,34S,3W,24.0,NWSE,9.77 miles West of Shady Cove,Jackson,SW2,Reg Use Closure,Lvl 2 Limited Shutdown,08/02/2019 01:55:00 PM,08/02/2019 01:55:00 PM,08/02/2019 01:55:00 PM,08/03/2019 01:47:00 PM,08/02/2019 12:00:00 AM,01/22/2020 01:17:00 PM,71,711,107
11508,110325,STAT,2018,SOA,Douglas - DFPA,DFPA South,18-732197-18,Formosa Mine,B,1.5,1.5,Human,Other Forest Mgt. Worker,Equipment Use,Industrial- Other - Logging Equipment Use,,42.89639,-123.35528,POINT (-123.35528 42.89639),Industrial,31S,6W,12.0,NWNE,Riddle,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,06/04/2018 02:00:00 PM,06/04/2018 02:18:00 PM,06/04/2018 02:00:00 PM,06/04/2018 06:00:00 PM,06/12/2018 12:00:00 AM,06/28/2018 01:13:00 PM,73,732,197
11513,117239,STAT,2019,SOA,Douglas - DFPA,DFPA North,19-731297-20,Rattlesnake,A,0.01,0.01,Human,Recreationist,Recreation,"Campfire Left Unattended (camp site, cooking)",Small campfire left unattended on the landing,43.39078,-123.56088,POINT (-123.56088 43.39078),BLM,25S,7W,17.0,SESW,12.5 miles West of Sutherlin,Douglas,DG1,Outside Closed Fire Season,Outside Closed Fire Season,11/06/2019 11:30:00 AM,11/20/2019 01:45:00 PM,11/20/2019 01:30:00 PM,11/20/2019 05:00:00 PM,11/25/2019 12:00:00 AM,12/18/2019 02:11:00 PM,73,731,297
11514,110095,STAT,2018,EOA,Klamath-Lake,Klamath,18-981156-18,Chiloquin Camp 127,C,20.9,20.9,Lightning,Lightning,Lightning,Lightning,Lightning,43.04444,-121.76306,POINT (-121.76306 43.04444),Industrial,29S,8E,22.0,SWNW,4 miles SE of Diamond Lake Jct,Klamath,KF1,Outside Closed Fire Season,Does Not Apply - Eastern OR,05/16/2018 04:00:00 PM,05/22/2018 04:01:00 PM,05/16/2018 04:00:00 PM,05/29/2018 05:00:00 PM,05/22/2018 12:00:00 AM,05/25/2018 01:31:00 PM,98,981,156
11515,117509,STAT,2020,SOA,Douglas - DFPA,DFPA South,20-732309-20,Boomer Hill,A,0.01,0.01,Human,Recreationist,Recreation,Campfire Not Extinguished,Unextiguished campfire,43.00426,-123.39862,POINT (-123.39862 43.00426),Industrial,29S,6W,34.0,NESW,4.07 miles Northwest of Riddle,Douglas,DG1,Outside Closed Fire Season,Outside Closed Fire Season,05/02/2020 05:00:00 PM,05/03/2020 08:00:00 AM,05/02/2020 07:48:00 PM,05/03/2020 11:00:00 AM,05/08/2020 12:00:00 AM,07/15/2020 02:24:00 PM,73,732,309
11516,107914,STAT,2017,EOA,Klamath-Lake,Lakeview,17-982060-18,Whiskey Creek 409,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,Lightning struck tree,42.38472,-121.32944,POINT (-121.32944 42.38472),Small Woodlands,37S,12E,5.0,SWSW,4 mi E of Cline Flat Mt,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,07/26/2017 11:00:00 AM,07/26/2017 11:30:00 AM,07/26/2017 11:15:00 AM,07/26/2017 02:40:00 PM,07/31/2017 12:00:00 AM,09/15/2017 09:20:00 AM,98,982,060
11518,112050,STAT,2018,SOA,Southwest Oregon,Grants Pass,18-712474-19,Rough & Ready #2,A,0.01,0.01,Human,Motorist,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Vehicle dragging a chain or some kind of metal,42.09097,-123.68463,POINT (-123.68463 42.09097),BLM,40S,8W,18.0,SENE,5.31 Miles South of CJ,Josephine,SW3,Reg Use Closure,Lvl 3 Restricted Shutdown,08/10/2018 09:00:00 AM,08/10/2018 09:09:00 AM,08/10/2018 09:05:00 AM,08/13/2018 11:45:00 AM,08/10/2018 12:00:00 AM,08/13/2018 09:06:00 PM,71,712,474
11523,126642,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-712280-22,Granny Lane,A,0.01,0.01,Lightning,Lightning,Lightning,Lightning,Lightning,42.19378,-123.28563,POINT (-123.28563 42.19378),Other Private,39S,5W,10.0,SWNW,17.07 miles South of Grants Pa,Josephine,SW3,Reg Use Closure,Lvl 3 Restricted Shutdown,07/31/2021 05:00:00 PM,07/31/2021 05:00:00 PM,07/31/2021 05:00:00 PM,08/04/2021 11:33:00 AM,08/01/2021 12:00:00 AM,08/13/2021 04:18:00 PM,71,712,280
11525,109458,STAT,2017,SOA,Douglas - DFPA,DFPA South,17-732152-18,Arnold St.,A,0.1,0.1,Human,Public Utility,Equipment Use,Powerlines - Animal,Electrocuted bird,42.97139,-123.3275,POINT (-123.3275 42.97139),Rural Residential,30S,5W,7.0,SESE,Myrtle Creek,Douglas,DG2,Reg Use Closure,Lvl 3 Restricted Shutdown,09/17/2017 12:15:00 PM,09/17/2017 12:15:00 PM,09/17/2017 12:15:00 PM,09/17/2017 01:00:00 PM,09/17/2017 12:00:00 AM,09/23/2017 11:04:00 AM,73,732,152
11533,123742,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-7120033-21,Spencer Creek,A,0.2,0.2,Human,Recreationist,Recreation,Campfire Not Extinguished,Campfire,42.30341,-123.34155,POINT (-123.34155 42.30341),Industrial,38S,5W,6.0,NENW,Hidden Valley High School,Josephine,SW3,Reg Use Closure,Lvl 1 Fire Season Only,05/21/2021 08:00:00 PM,05/21/2021 08:06:00 PM,05/21/2021 08:00:00 PM,05/25/2021 12:16:00 PM,05/22/2021 12:00:00 AM,06/01/2021 05:29:00 PM,71,712,A33
11534,127796,STAT,2021,NOA,North Cascade,Santiam,21-582028-22,54 Boulders,A,0.25,0.0,Human,Recreationist,Recreation,Other - Recreationist Related,CAUSE NOT DETERMINED - SPECULATION ONLY,44.70689,-122.09153,POINT (-122.09153 44.70689),USFS,10S,4E,17.0,NWSE,1 Mile west of Idanha,Marion,CM1,Reg Use Closure,Lvl 3 Restricted Shutdown,08/11/2021 06:30:00 PM,08/11/2021 06:39:00 PM,08/11/2021 06:30:00 PM,08/11/2021 10:00:00 PM,09/07/2021 12:00:00 AM,09/07/2021 04:12:00 PM,58,582,028
11539,123058,STAT,2020,SOA,Southwest Oregon,Grants Pass,20-712847-21,Speaker Rd,A,0.01,0.01,Human,Transient,Recreation,"Campfire Left Unattended (camp site, cooking)",Cooking fire escaped then spread to a trailer,42.71675,-123.29033,POINT (-123.29033 42.71675),BLM,33S,5W,9.0,NESE,6.9 mi E of Glendale,Josephine,SW3,Reg Use Closure,Lvl 1 Fire Season Only,10/24/2020 10:00:00 AM,10/24/2020 04:59:00 PM,10/24/2020 04:59:00 PM,10/27/2020 02:40:00 PM,10/24/2020 12:00:00 AM,11/02/2020 12:33:00 PM,71,712,847
11540,118241,STAT,2020,NOA,Forest Grove,Forest Grove,20-531002-21,Parsons Road Fire,B,0.43,0.43,Human,Recreationist,Recreation,"Campfire Left Unattended (camp site, cooking)",Abandoned campfire,45.59344,-123.22506,POINT (-123.22506 45.59344),Other Private,2N,4W,19.0,SWNE,"Hayward Cemetary, Beaver Creek",Washington,NW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,07/14/2020 03:00:00 PM,07/14/2020 03:15:00 PM,07/14/2020 03:15:00 PM,07/14/2020 08:30:00 PM,07/14/2020 12:00:00 AM,07/15/2020 03:16:00 PM,53,531,002
11541,124137,STAT,2021,SOA,Southwest Oregon,Medford,21-711514-21,Dennis Rd 11576,A,0.25,0.25,Human,Ruralist-Paying,Equipment Use,Heat from Vehicle Manifold or Exhaust,grass was ignited by person driving in dry grass,42.48468,-122.95052,POINT (-122.95052 42.48468),Rural Residential,35S,2W,33.0,SWNW,6.28 miles Northeast of Gold H,Jackson,SW1,Reg Use Closure,Lvl 1 Fire Season Only,06/19/2021 01:57:00 PM,06/19/2021 01:58:00 PM,06/19/2021 01:58:00 PM,06/19/2021 02:13:00 PM,06/19/2021 12:00:00 AM,07/26/2021 02:21:00 PM,71,711,514
11542,107952,STAT,2017,NOA,Astoria,Astoria,17-521015-18,John Day River Road,A,0.1,0.0,Human,Motorist,Equipment Use,Burning Vehicle or Equipment,,46.16409,-123.75136,POINT (-123.75136 46.16409),Rural Residential,8N,9W,24.0,SWNW,Jack Creek,Clatsop,NW1,Reg Use Closure,Lvl 1 Fire Season Only,07/31/2017 04:30:00 PM,07/31/2017 04:40:00 PM,07/31/2017 04:30:00 PM,07/31/2017 07:53:00 PM,08/01/2017 12:00:00 AM,08/01/2017 12:55:00 PM,52,521,015
11543,107663,STAT,2017,SOA,Western Lane,Veneta,17-781018-18,Hall 36,A,0.01,0.01,Human,Other-Landowner Related,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Weed eater use.,44.18444,-123.30278,POINT (-123.30278 44.18444),Rural Residential,16S,5W,16.0,NENW,,Lane,WT1,Reg Use Closure,Lvl 2 Limited Shutdown,07/26/2017 11:20:00 AM,07/26/2017 11:40:00 AM,07/26/2017 11:35:00 AM,07/26/2017 12:45:00 PM,07/26/2017 12:00:00 AM,07/28/2017 11:50:00 AM,78,781,018
11544,128398,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-712698-22,Dick George 4464,A,0.01,0.01,Human,Other-Landowner Related,Equipment Use,Powerlines - Other,powerline  fell off pole onto grass below,42.10592,-123.60162,POINT (-123.60162 42.10592),Rural Residential,40S,8W,12.0,NESW,4.6 miles Southeast of Cave Ju,Josephine,SW3,Reg Use Closure,Lvl 1 Fire Season Only,10/15/2021 02:45:00 PM,10/15/2021 02:47:00 PM,10/15/2021 02:45:00 PM,10/18/2021 02:45:00 PM,10/15/2021 12:00:00 AM,10/20/2021 12:29:00 PM,71,712,698
11547,111877,STAT,2018,EOA,Central Oregon,The Dalles,18-954019-19,Kingsley Road,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,"Unable to determine cause, most likely vehicle exhaust",45.65778,-121.59556,POINT (-121.59556 45.65778),Small Woodlands,2N,10E,17.0,SWNE,5 Miles SW of Hood River,Hood River,MH4,Reg Use Closure,Lvl 3 Restricted Shutdown,08/02/2018 12:00:00 PM,08/02/2018 12:02:00 PM,08/02/2018 12:01:00 PM,08/02/2018 02:00:00 PM,08/02/2018 12:00:00 AM,08/27/2018 02:57:00 PM,95,954,019
11548,127997,STAT,2021,NOA,West Oregon,Dallas,21-552037-22,Lee Rd. Grass Fire,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,Most likely sparks from a passing motorist.,44.88014,-123.33537,POINT (-123.33537 44.88014),County,8S,5W,17.0,NWNW,2.85 miles South of Dallas,Polk,WO1,Reg Use Closure,Lvl 3 Restricted Shutdown,09/17/2021 01:20:00 PM,09/17/2021 01:25:00 PM,09/17/2021 01:25:00 PM,09/17/2021 01:42:00 PM,09/17/2021 12:00:00 AM,09/22/2021 02:16:00 PM,55,552,037
11549,112304,STAT,2018,EOA,Klamath-Lake,Lakeview,18-982036-19,Watson Creek 360,G,58753.0,12953.0,Under Invest,,Under Invest,,USFS LEO conducting investigation,42.64972,-120.8275,POINT (-120.8275 42.64972),USFS,34S,16E,4.0,SENE,Withers Cabin,Lake,KF2,Reg Use Closure,Does Not Apply - Eastern OR,08/15/2018 12:00:00 AM,08/15/2018 02:55:00 PM,08/15/2018 02:54:00 PM,11/27/2018 09:52:00 AM,08/19/2018 12:00:00 AM,12/18/2018 10:26:00 AM,98,982,036
11550,113967,STAT,2019,SOA,Southwest Oregon,Grants Pass,19-7120048-19,Jump Off Joe 8240,A,0.01,0.01,Human,Other-Public,Debris Burning,Inadequate Mop Up,"Operator didn’t ignite pile, started in december",42.57094,-123.23155,POINT (-123.23155 42.57094),Industrial,34S,5W,36.0,NESE,9.8 miles N of RR,Josephine,SW3,Outside Closed Fire Season,Outside Closed Fire Season,12/01/2018 12:00:00 PM,05/09/2019 02:47:00 PM,05/09/2019 02:39:00 PM,05/13/2019 04:00:00 PM,05/09/2019 12:00:00 AM,05/16/2019 12:57:00 PM,71,712,A48
11551,118208,STAT,2020,SOA,Western Lane,Veneta,20-781003-21,Pepsi Fire,A,0.01,0.01,Human,Public Utility,Equipment Use,Landowner Electrical Service,Electrical Failure inside junction box,44.02037,-123.02847,POINT (-123.02847 44.02037),Other Private,18S,3W,10.0,SENE,1.18 Miles S of Springfield,Lane,WT1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,07/12/2020 01:20:00 PM,07/12/2020 01:20:00 PM,07/12/2020 01:20:00 PM,07/12/2020 01:38:00 PM,07/12/2020 12:00:00 AM,07/26/2020 05:02:00 PM,78,781,003
11553,116273,STAT,2019,EOA,Central Oregon,Sisters,19-955066-20,Summit Springs 0816,B,0.3,0.3,Human,Hunter,Miscellaneous,Other - Miscellaneous Related,"No specific cause found, believe to be hunter/ recreationist",44.43889,-121.58444,POINT (-121.58444 44.43889),Industrial,13S,10E,18.0,SESW,8 miles North of Sisters,Jefferson,WC2,Reg Use Closure,Lvl 1 Fire Season Only,08/26/2019 12:00:00 AM,08/27/2019 06:54:00 AM,08/27/2019 12:00:00 AM,08/27/2019 02:55:00 PM,08/27/2019 12:00:00 AM,09/19/2019 11:35:00 AM,95,955,066
11556,112515,STAT,2018,SOA,Douglas - DFPA,DFPA South,18-732114-19,Murphy,B,2.0,2.0,Human,Motorist,Equipment Use,Burning Vehicle or Equipment,,42.74123,-123.3067,POINT (-123.3067 42.74123),BLM,32S,5W,33.0,SWSW,5.95 miles East of Glendale,Douglas,DG2,Reg Use Closure,Lvl 3 Restricted Shutdown,08/21/2018 06:20:00 PM,08/21/2018 06:20:00 PM,08/21/2018 06:20:00 PM,08/21/2018 10:24:00 PM,08/27/2018 12:00:00 AM,08/30/2018 10:50:00 AM,73,732,114
